"DOG_NAME","breed","age","gender","description","shelter_address","shelter_name"
Diego,Mischling,"8 months",Male,"Lively, curious, and cheeky—that's probably the best way to describe our Diego. This little male has a real energy and needs someone who can stand up to him and his stubbornness.
He probably has some dachshund in him; that would definitely suit him well in terms of personality. He gets along quite well with other dogs, but cats and small animals shouldn't live in his forever home.
Unfortunately, Diego was returned from adoption because a household with children was too much for him. A quiet household with dog experience and a passion for working with dogs would be perfect for him.","An der Leege, 25 Osterode am Harz, Germany",Tierschutz für Osterode und Umgebung e.V. / Tierheim Osterode
Pofi,Schnauzer-Mix,"6 years",Male,"Pofi currently lives in a Hungarian animal shelter. He originally came from a kill shelter.
Pofi is 45cm tall, weighs 16 kg, and is neutered.
He is friendly with other dogs, likes people, and is not shy. However, he doesn't like cats.
He's already quite good at walking on a leash, but he certainly still has a lot to learn.","91257 Pegnitz, Deutschland",RiesenSchnauzerNothilfe e.V.
Ates,Staffordshire- Mix,"6 years",Male,"






","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
Aiko,DSH-Mix,"6 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Stone,Staffordshire Terrier Mix,"3 years",Male,"Stone was seized for animal welfare reasons. He currently appears to be a rather stubborn, lively, and unruly male. This needs to be redirected so that he can cope well in everyday life. Attending dog training would be beneficial for him. He already knows basic commands.
Stone is very insecure in new situations and starts licking his paws. Because of this, his front paws are already a bit sore. The current situation is anything but ideal for him, and we are looking for a home with experience with dogs, ideally with the breed, where he can relax. Ideally, his new home will also have experience with more difficult dogs. With a permanent caregiver at his side, he will feel more secure, and there's a good chance that he will also become calmer. He doesn't like strangers at first, so several visits will be necessary to get to know him.
Due to his breed, Stone must be muzzled and kept on a leash, and a landlord's permit is required. If he likes them, he could probably be kept as a second dog—this would have to be tested. His new home should be fairly quiet, and there should be no children living in the household.
If you are interested in our Stone, please contact his animal caretakers at +49 30 76888-264 or fill out the inquiry form below. We look forward to hearing from you.","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
Tayo,Australian Shepherd Mix,"12 years",Male,"Tayo is a people-oriented, active, and docile dog who needs a stable structure in the household. He enjoys being close to people, but is not a cuddly dog. Tayo has a strong food and resource guarding instinct that must be dealt with. He loves cooling off in streams or swimming in the Rems River or a lake. Despite his age, he can sometimes be a real silly dog. Tayo regularly participates in the SocialWalk group and behaves towards other dogs according to his sympathy. He enjoys daily walks with his caregivers and is very attentive.
We are looking for a home for Tayo without other animals with very experienced people (couples or singles) in a quiet environment. It is important that they can read his body language very well and respect it.","Hegnauhofweg 105, 73614 Schorndorf, Deutschland",Tierschutzverein Schorndorf u.U. e.V.
Shila,Husky-Labrador-Mix,"7 years","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Collin,Mischling,"1 year",Male,"Collin quickly wins hearts with his beautiful eyes. He is a rather gentle male, yet also has a cheeky and energetic nature.
Collin hasn't experienced much of everyday human life in his life so far, as he grew up with his siblings in a Romanian shelter.
Collin already enjoys going for walks, always seeks out the company of familiar people, and discovers how wonderful it is to be petted.
Nevertheless, he still reacts very insecurely in some situations. Therefore, Collin is looking for people who will give him enough security and a sense of self-assurance. Because pity is out of place when dealing with him – that makes him even more insecure.","Eichholz, 70794 Filderstadt, Germany",Tierschutzverein Tierfreunde Filderstadt e.V.
Rocky ,Mischling ,"4 years",Male,"Our Rocky has a big mouth, but there's not much behind it...
When you see him in the kennel, you initially think he's not going to be a good fit. But once you get to know him, you quickly realize that life in the shelter is simply too much, too loud, and too stressful for him.
Even when we go for a walk, he shows a much better side: curious, friendly, and energetic.
Rocky simply hasn't learned much in his life so far, and catching up on this at the age of three is quite possible, but it does require a bit of dog experience.","Zur Angel 20, 59227 Ahlen, Germany",Tierheim Ahlen
Marty,Staffordshire-Mix,"5 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Panda,Englische Bulldogge,"8 years",Female,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Chico ,Labrador-Pitbull-Mix ,"7 years",Male,"May we introduce: Our adoption dog, Chico. This beautiful four-year-old Labrador Pit Bull mix is a truly loyal and wonderful dog once you've gained his trust. He is initially suspicious of strangers. Due to his breed, his care requires a certificate of competence. Chico is neutered and was given to us due to a move. Chico is only being adopted as a single dog. If you are interested, please stop by and our foster carers will be happy to provide further information.","Zur Angel 20, 59227 Ahlen, Germany",Tierheim Ahlen
Pfötchen,Dobermann-Rottweiler-Mix,"7 years",Female,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Ares,Continental Bulldog,"4 years",Male,"Ares, a Continental Bulldog with special effects, has been in the shelter for a little over a year now. Ares visited the Hellhound Foundation for a professional assessment of his special effects. The good news: he didn't have to stay there and isn't a hellhound. ""Just because someone stumbles and loses their bearings doesn't mean they're lost forever!"" ~ Charles Xavier. That's the quote Vanessa Bokrr gave our Ares. Read Vanessa Bokrr's assessment from the Hellhound Foundation here: Assessment of Ares: The two-and-a-half-year-old male Bulldog mix has been in the shelter kennel for a year now and is looking for people who are familiar with the issue of a ""second-hand, docked, bulldog"" and its challenges. Ares's ears were lost in Turkey, and once he arrived in Germany, he was resold after a short time. A thoughtless purchase, as it turned out, the buyer surrendered the dog to the shelter as a stray after just a few days. The sad thing about such unfortunate chain of events is that information about the dog gets lost, and you end up with a veritable mosaic of behaviors whose rationale isn't always immediately apparent. For example, Ares chooses his own caregivers and terrorizes the rest by jumping on the bars, threatening, and attacking. For this reason, Ares has already been fitted with a muzzle by the shelter, and he wears it without any problems. When Ares was with us, he displayed insecure behavior and immediately reacted to harassment with an attack. Unfortunately, this is a common behavior in dogs who, due to too many changes of owners, have developed attachment disorders and social neglect because they never really had a chance to put down roots. This means that dogs like Ares begin to develop their own strategies with which they think they can solve their problems and worries. Of course, ""attack is never the best defense,"" and so people who adopt Ares shouldn't assume that he means it in a bad way, but rather that he simply can't do anything else in some situations because no one has ever taught him how. A dog like Ares should therefore be given to very responsible owners who don't see the muzzle as a punishment, but rather as an opportunity to accompany their dog in his development process responsibly and safely for everyone. Because when Ares attacks, he doesn't need to resist, nor does he need a person nearby who gets scared and becomes hysterical. He needs to learn that his behavior is undesirable and be prevented from escalating further. In our case, we were able to achieve this by intercepting Ares in the act of attack and placing him by his collar in front of us. Since he didn't expect such a reaction, he looked at us briefly, which we used as an opportunity to send him away and to convey to him that he wasn't allowed to be there when he behaved like that. So you pull him back from his attack and threaten him away. As soon as he lets go of his perceived opponent and evades the body language threat, it's just as important to invite him back into the situation with a gentle body language gesture and let him participate again. You don't want to punish him, but simply show him which behavior is desired and which undesirable. Dogs communicate analogically – that is, they indicate their state of mind and intentions through body language, facial expressions, and gestures. It's always said that where the nose points, the dog is thinking. If he looks at the sausage, he'll eat it; if he looks into the woods, you'll go for a walk alone shortly afterward because Waldi is hunting. This also applies to Ares, but his flat muzzle and curled tail mean that many people don't understand him well, which is another reason why his speech and actions often seem a bit exaggerated. If you're not understood, you just raise your voice. Ares, because he's been passed around so much in his short life, is a lone fighter who looks out for his own skin first and foremost. Typical of a bulldog, he remains very stubborn and defends himself according to the motto ""attack is the best defense."" People who want to give Ares a home need knowledge of expressive behavior and communication. Furthermore, a high degree of responsibility is required to avoid Ares being classified as a dangerous dog. Unfortunately, it happens all too often that dogs are given too much perceived freedom out of pity and then fall back into old habits. Otherwise, he's easy to handle in all other everyday situations and can handle a lot. He rides well in the car, he's cuddly, he eats well, and he loves to sleep. He loves walks as much as treats. Strangers, pushy, and aggressive dogs quickly have an ""Aha!"" moment... smarter through ouch, in other words. For Ares, we wish for a home that looks with an unclouded view at the nature and character of such an involuntary vagabond and recognizes and takes seriously his potential.","Koppelweide 3, 51674 Wiehl, Germany",Tierheim Koppelweide
